gcr_number,GCR_NAME,admin_area,BLOCK_NAME,NAME,GCR_STATUS,GRID_REF,LATITUDE,LONGITUDE,EASTING,NORTHING,GCR_DATE,REVIEW_DATE,AGENCY,GCR_STATEMENT,SYSTEM,ESCC,SSSI_NAME
244,Greetwell Quarry,Lincolnshire,Aalenian - Bajocian,The Middle Jurassic stratigraphy of the East Midlands,Notified,TF002724,53.24,-0.50,500200,372400,01-Jan-80,27-Aug-82,NE,"Greetwell Quarry is one of the most historically significant exposures in the Lincolnshire Limestone Formation. It has provided the bulk of the very rare ammonites from the Lincolnshire Limestone. This is of considerable stratigraphic signficance, for the correlation of this unit with other horizons in southern England. It also shows excellent exposures in the lower Lincolnshire Limestone, which has a considerable sedimentological interest, being a thinner, more attenuated sequence than that found in south Lincolnshire.",Jurassic,Exposures in Active Quarries and Pits,GREETWELL HOLLOW QUARRY
245,Copper Hill,Lincolnshire,Aalenian - Bajocian,The Middle Jurassic stratigraphy of the East Midlands,Notified,SK978427,52.97,-0.54,497800,342700,01-Jan-80,27-Aug-82,NE,"An important section for the interpretation of the stratigraphy of the middle and upper Lincolnshire Limestone. In particular it illustrates the erosive nature of the base of the Ancaster beds, which here fill a shallow channel cutting into the subjacent fine micrites. A key site in understanding signficant widespread sedimentary events in the Middle Jurassic of eastern England.",Jurassic,Exposures in Active Quarries and Pits,COPPER HILL
246,Castle Bytham,Lincolnshire,Aalenian - Bajocian,The Middle Jurassic stratigraphy of the East Midlands,Notified,SK990180,52.75,-0.53,499000,318000,01-Jan-80,27-Aug-82,NE,"The Castle Lime Works quarry provides one of the most complete and stratigraphically significant exposures of the upper Lincolnshire Limestone Formation. In particular, its unique laeviuscula Zone ammonite fauna has been of critical importance for the overall dating of the formation, and its correlation with the Inferior Oolite of southern England and coeval deposits in Europe.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",CASTLE BYTHAM QUARRY
247,Metheringham,Lincolnshire,Aalenian - Bajocian,The Middle Jurassic stratigraphy of the East Midlands,Notified,TF054615,53.14,-0.42,505400,361500,01-Jan-80,27-Aug-82,NE,"Although showing an excellent, and virtually complete, exposure through the Lincolnshire Limestone Formation, the particular importance of the Metheringham quarry relates to the basal part of the Formation. It is an essential site for the interpretation of the stratigraphy of the lowermost Lincolnshire Limestone, and for their correlation with more attenuated equivalents found at Lincoln. This quarry also provides essential information relating to the palaeoenvironmental interpretation of the basal beds of the upper Lincolnshire Limestone. A key sedimentological and stratigraphic site.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",METHERINGHAM HEATH QUARRY
248,Clipsham Quarry,Leicestershire CC and Rutland,Aalenian - Bajocian,The Middle Jurassic stratigraphy of the East Midlands,Notified,SK977150,52.72,-0.55,497700,315000,01-Jan-80,02-Jan-00,NE,"This locality has excellent exposures of the middle and upper Lincolnshire Limestone, and is particularly important for the interpretation of the internal stratigraphy of the middle part of the Formation, showing marked differences in lithology in relation to the more northerly outcrops. A key site for sedimentological and lithostratigraphic studies.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",CLIPSHAM OLD QUARRY AND PICKWORTH GREAT WOOD
249,Prince Charles's Cave to Holm,"Lochaber, Skye and Lochalsh and Argyll and the Islands",Toarcian,The Hebrides Basin,Notified,NG517480,57.45,-6.14,151700,848000,01-Jan-80,02-Jan-00,SNH,"This long and on the whole superbly exposed section provides the type reference section for the Toarcian, Aalenian and Bajocian rocks of the Hebridean basin. Above the top of the Scalpa Sandstone, of tenuicostatum age, follows the falciferum Zone Portree Shales and Raasay Ironstone, overlain by Bearreraig Sandstone. The latter, which starts at the top of the Toarcian, encompasses virtually the whole of the Aalenian and Bajocian, with an internationally important sequence of relatively abundant ammonite faunas.",Jurassic,EC,RIGG-BILE
250,Babylon Hill,Dorset CC,Toarcian,The Wessex Basin (Dorset and central Somerset),Notified,ST578155,50.94,-2.60,357800,115500,01-Jan-80,25-Apr-85,NE,"A site of considerable importance for Lower Jurassic studies, with international implication for correlation. Babylon Hill shows an extensive section through the Upper Toarcian Yeovil Sands, yielding a sequence of stratigraphically very important ammonite faunas, from this, the type area of the Yeovilian Substage of the Toarcian.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",BABYLON HILL
251,Cliff Hill Road Section,Dorset CC,Toarcian,The Wessex Basin (Dorset and central Somerset),Notified,SY486892,50.70,-2.73,348600,89200,01-Jan-80,20-Aug-86,NE,"Cliff Hill Road provides an excellent section of the junction of the Aalenian/Bajocian Inferior Oolite, with the mainly Toarcian Bridport Sands. In particular, it provides what is probably the best exposure of rocks of aalensis Subzone, levesquei Zone age in Britain.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",BURTON BRADSTOCK
252,Seatown to Watton Cliff,Dorset CC,Toarcian,,Notified,SY423915,50.72,-2.82,342300,91500,01-Jan-80,27-Aug-86,NE,"The cliffs between Seatown and Watton Cliff provide the most complete Toarcian section in southern England, with exposures of the Bridport Sands, Down Cliff Clay and Junction Bed. Although much of the section above the latter, is relatively inaccessible, there are many fallen blocks, and these together with the excellent exposures of the thin and highly condensed Junction Bed are of extreme importance for the illustration of the unique sedimentary features and the complex micro-stratigraphic history of this bed.",Jurassic,Coastal and River Cliffs,WEST DORSET COAST
253,East Cliff,Dorset CC,Toarcian,The Wessex Basin (Dorset and central Somerset),Notified,SY463902,50.71,-2.76,346300,90200,01-Jan-80,27-Aug-86,NE,East Cliff provides one of the most complete exposures of the Bridport Sands. This section is complemented by its equally classic continuation in Burton Cliff. In particular it is one of the few exposures yielding latest Toarcian moorei Subzone ammonites in south Dorset. An historic site with unrivalled lower Jurassic exposures of national importance.,Jurassic,Coastal and River Cliffs,WEST DORSET COAST
254,Ketton Quarry,Leicestershire CC and Rutland,Aalenian - Bajocian,The Middle Jurassic stratigraphy of the East Midlands,Notified,SK978058,52.64,-0.55,497800,305800,01-Feb-80,25-Sep-85,NE,Ketton provides one of the largest and most extensive continuous exposures in the Bathonian Estuarine Series and the underlying Bajocian Lincolnshire Limestone Formation. It is thus of considerable importance in stratigraphical and sedimentological research and for teaching purposes. The development of small scale cycles and gastropod-rich Nerinea beds in the lower Lincolnshire Limestone are particularly significant.,Jurassic,Exposures in Active Quarries and Pits,KETTON QUARRIES
255,Eastfield Quarry,East Riding of Yorkshire,Aalenian - Bajocian,The Middle Jurassic stratigraphy of the East Midlands,Notified,SE916323,53.78,-0.61,491600,432300,01-Jan-80,26-Jun-86,NE,"Eastfield Quarry provides one of the last, and certainly the best existing exposure of the Cave Oolite. This section has also provided the only known ammonite from this horizon. It is thus of considerable stratigraphic importance in establishing the correlation of this isolated unit, with its lateral equivalents, the Cayton Bay Formation in Yorkshire and the Lincolnshire Limestone Formation to the south.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",EVERTHORPE QUARRY
256,Manton Stone Quarry,North and North East Lincolnshire,Aalenian - Bajocian,The Middle Jurassic stratigraphy of the East Midlands,Notified,SE940025,53.51,-0.58,494000,402500,01-Jan-80,13-Aug-82,NE,"Manton Stone Quarry is of particular importance in the interpretation of the local, internal stratigraphy of the lower Lincolnshire Limestone Formation. It provides excellent exposures of the Kirton Cement Member, as well as the only existing section of the Santon Oolite and Raventhorpe members. It has thus provided essential information on the interrelationships of the latter beds. A key exposure in the more northerly development of the Lincolnshire Limestone.",Jurassic,Exposures in Active Quarries and Pits,MANTON STONE QUARRY
257,Boulby Quarries,South Teeside,Toarcian,The Cleveland Basin,Notified,NZ735200,54.57,-0.86,473500,520000,01-Jan-80,13-Feb-87,NE,"At Boulby are a series of highly important clifftop exposures cut through the base of the Ravenscar Group down into the Upper Lias. The greatest stratigraphic importance is attached to the exposures of the unusually thick and complex Dogger Formation, which here includes the only coastal exposure of the murchisonae Shale. The main Toarcian interest rests in the extensive exposures in the Alum Shale Series provided by the remains of some of the earliest commercial workings of these beds.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",BOULBY QUARRIES
258,Castlechamber to Maw Wyke,North Yorkshire CC,Toarcian,The Cleveland Basin,Notified,NZ941082,54.46,-0.55,494100,508200,01-Dec-80,23-Apr-82,NE,"A site of international stratigraphic significance for its exposures of Toarcian and Pleinsbachian rocks. A complete section from the Dogger Formation through the Alum Shales, Jet Rock series and Grey Shales into the Middle Lias Ironstone series is represented with particularly fine exposures of the Jet Rock and of the Grey Shales. Extensive exposures of historic renown comparable in their stratigraphic scope and international application to the classic Dorset coast sections.",Jurassic,Coastal and River Cliffs,ROBIN HOOD`S BAY: MAW WYKE TO BEAST CLIFF
259,Miller`s Nab to Blea Wyke,North Yorkshire CC,Toarcian,The Cleveland Basin,Notified,NZ968027,54.41,-0.51,496800,502700,01-Dec-79,18-Jan-85,NE,"Blea Wyke is the single most important exposure in the Aalenian and Upper Toarcian rocks of Yorkshire. It has the most important coastal exposure of the here relatively thick Dogger Formation, with its world famous, highly fossiliferous Nerinea Bed. There is also a relatively thick, and complete Upper Toarcian sequence, which contrasts with the incomplete sequence found on the north side of the nearby Peak Fault.",Jurassic,Coastal and River Cliffs,ROBIN HOOD`S BAY: MAW WYKE TO BEAST CLIFF
